expression,full_form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments,source_file,ref,words,glosses,translation,comment,questionnaire
sino que,sino que,disj-spk,0,0,0,1,0,1,0,0,?,"spa_ev_065,spa_ev_066",neither,"Conflicting evidence: felicitous with explicit negation, infelicitous without.",Spanish,NA,NA,NA,NA,NA,NA
sino que,sino que,neither-sta,0,1,0,1,0,0,0,0,?,"spa_ev_071,spa_ev_072",neither,"Conflicting evidence: felicitous with explicit negation, infelicitous without.",Spanish,NA,NA,NA,NA,NA,NA
o,o,conj-contrast-sta,1,0,1,1,0,1,0,0,0,spa_ev_076,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,spa_ev_074,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-q,0,0,1,0,0,0,1,0,1,"spa_ev_019,spa_ev_020,spa_ev_021",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,?,spa_ev_078,neither,Original judgment is '?'.,Spanish,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,spa_ev_080,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,disj-spk,0,0,0,1,0,1,0,0,1,"spa_ev_011,spa_ev_012,spa_ev_013,spa_ev_014",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,fc,0,0,0,0,0,0,0,1,1,"spa_ev_024,spa_ev_025,spa_ev_026,spa_ev_027",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,negative,0,1,0,1,0,0,0,0,1,spa_ev_029,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o,o,neither-sta,0,1,0,1,0,0,0,0,0,spa_ev_082,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,conj-contrast-sta,1,0,1,1,0,1,0,0,0,spa_ev_077,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,spa_ev_075,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,disj-nspk-epi,0,0,1,0,0,0,0,0,1,spa_ev_015,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,disj-nspk-q,0,0,1,0,0,0,1,0,0,spa_ev_086,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,1,"spa_ev_016,spa_ev_079",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,spa_ev_081,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,fc,0,0,0,0,0,0,0,1,0,"spa_ev_095,spa_ev_096",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
o … o,o … o,neither-sta,0,1,0,1,0,0,0,0,0,spa_ev_083,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,conj-contrast-sta,1,0,1,1,0,1,0,0,0,spa_ev_091,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"spa_ev_089,spa_ev_090","no = negation, but here part of the connective (~ neither)","Conflicting evidence: infelicitous without negation on first conjunct, '*' with negation.",Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,spa_ev_093,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,spa_ev_094,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,disj-spk,0,0,0,1,0,1,0,0,0,spa_ev_092,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,negative,0,1,0,1,0,0,0,0,1,spa_ev_028,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,neither-epi,0,1,0,0,1,0,0,0,1,spa_ev_023,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
no … ni,no … ni,neither-sta,0,1,0,1,0,0,0,0,1,spa_ev_022,"no = negation, but here part of the connective (~ neither)",NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-epi,1,0,1,0,0,1,0,0,1,spa_ev_056,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,spa_ev_058,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,spa_ev_057,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,"spa_ev_050,spa_ev_051",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,0,"spa_ev_040,spa_ev_041",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,"spa_ev_030,spa_ev_031",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-epi,0,0,1,0,0,0,0,0,0,spa_ev_084,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,spa_ev_085,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-spk,0,0,0,1,0,1,0,0,0,spa_ev_073,neither,NA,Spanish,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,neither-sta,0,1,0,1,0,0,0,0,0,"spa_ev_087,spa_ev_088",neither,NA,Spanish,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,tagalog-ev-34,neither,,Tagalog,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,tagalog-ev-39,neither,,Tagalog,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,tagalog-ev-4,neither,,Tagalog,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"tagalog-ev-2, tagalog-ev-25",neither,Conflicting evidence,Tagalog,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,tagalog-ev-47,neither,,Tagalog,NA,NA,NA,NA,NA,NA
at,at,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,tagalog-ev-3,neither,,Tagalog,NA,NA,NA,NA,NA,NA
at,at,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"tagalog-ev-1, tagalog-ev-27",neither,Conflicting evidence,Tagalog,NA,NA,NA,NA,NA,NA
at,at,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,tagalog-ev-31,neither,,Tagalog,NA,NA,NA,NA,NA,NA
at,at,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,tagalog-ev-32,neither,,Tagalog,NA,NA,NA,NA,NA,NA
at,at,disj-spk,0,0,,1,0,1,0,0,0,tagalog-ev-30,neither,,Tagalog,NA,NA,NA,NA,NA,NA
at,at,neither-sta,0,1,,1,0,0,0,0,0,tagalog-ev-33,neither,,Tagalog,NA,NA,NA,NA,NA,NA
at,hindi … at hindi …,neither-epi,0,1,,0,1,0,0,0,1,tagalog-ev-21,below,,Tagalog,NA,NA,NA,NA,NA,NA
at,hindi … at hindi …,neither-sta,0,1,,1,0,0,0,0,1,tagalog-ev-19,below,,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,tagalog-ev-8,neither,,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,conj-contrast-sta,1,0,1,1,0,1,0,0,1,tagalog-ev-42,neither,,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"tagalog-ev-40, tagalog-ev-41",neither,Conflicting evidence,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,tagalog-ev-44,neither,,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,tagalog-ev-45,neither,,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,disj-spk,0,0,,1,0,1,0,0,0,tagalog-ev-43,neither,,Tagalog,NA,NA,NA,NA,NA,NA
ngunit,ngunit,neither-sta,0,1,,1,0,0,0,0,0,tagalog-ev-46,neither,,Tagalog,NA,NA,NA,NA,NA,NA
ni,hindi … ni hindi …,neither-epi,0,1,,0,1,0,0,0,1,tagalog-ev-22,below,,Tagalog,NA,NA,NA,NA,NA,NA
ni,hindi … ni hindi …,neither-sta,0,1,,1,0,0,0,0,?,"tagalog-ev-20, tagalog-ev-54, tagalog-ev-55, tagalog-ev-56, tagalog-ev-57",below,Conflicting evidence,Tagalog,NA,NA,NA,NA,NA,NA
o,o,conj-contrast-sta,1,0,1,1,0,1,0,0,0,tagalog-ev-49,neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,tagalog-ev-48,neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-epi,0,0,1,0,0,0,0,0,1,tagalog-ev-13,neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-epi-q,0,0,1,0,0,0,1,0,1,tagalog-ev-16,neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-exc,0,0,,1,0,0,0,0,?,"tagalog-ev-14, tagalog-ev-50",neither,Conflicting evidence,Tagalog,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-inc,?,0,,1,0,0,0,0,?,"tagalog-ev-15, tagalog-ev-51, tagalog-ev-52",neither,Conflicting evidence,Tagalog,NA,NA,NA,NA,NA,NA
o,o,disj-nspk-sta-inc-q,?,0,,1,0,0,1,0,1,"tagalog-ev-17,tagalog-ev-18",neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,disj-spk,0,0,,1,0,1,0,0,1,"tagalog-ev-11,tagalog-ev-12",neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,fc,0,0,,0,0,0,0,1,1,tagalog-ev-23,neither,,Tagalog,NA,NA,NA,NA,NA,NA
o,o,neither-sta,0,1,,1,0,0,0,0,0,tagalog-ev-53,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,conj-contrast-epi,1,0,1,0,0,1,0,0,1,tagalog-ev-6,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"tagalog-ev-10,tagalog-ev-9",neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,tagalog-ev-7,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,conj-contrast-sta,1,0,1,1,0,1,0,0,1,tagalog-ev-5,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,tagalog-ev-36,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,tagalog-ev-37,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,disj-spk,0,0,,1,0,1,0,0,0,tagalog-ev-35,neither,,Tagalog,NA,NA,NA,NA,NA,NA
pero,pero,neither-sta,0,1,,1,0,0,0,0,0,tagalog-ev-38,neither,,Tagalog,NA,NA,NA,NA,NA,NA
inka,inka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_001,Susie oka doctor inka tanu oka teacher,Susie one doctor and 3.animate one teacher,Susie is a doctor and she is a teacher.,,Q1
mariyu,mariyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_002,Susie doctor mariyu teacher,Susie doctor and teacher,Susie is a doctor and she is a teacher.,"In this context, mariyu cannot conjoin full clauses, but the consultant is not confident that this is the case in general.",Q1
mariyu,mariyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_003,Susie oka doctor mariyu teacher,Susie one doctor and teacher,Susie is a doctor and she is a teacher.,"In this context, mariyu cannot conjoin full clauses, but the consultant is not confident that this is the case in general.",Q1
mariyu,mariyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_004,Susie doctor mariyu oka teacher,Susie doctor and one teacher,Susie is a doctor and she is a teacher.,"In this context, mariyu cannot conjoin full clauses, but the consultant is not confident that this is the case in general.",Q1
mariyu,mariyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_005,Susie oka doctor mariyu oka teacher,Susie one doctor and one teacher,Susie is a doctor and she is a teacher.,"In this context, mariyu cannot conjoin full clauses, but the consultant is not confident that this is the case in general.",Q1
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_006,Susie oka doctor. tanu oka teacher,Susie one doctor. 3.animate one teacher,Susie is a doctor; she is a teacher.,"In principle possible, but without kuda, the natural interpretation is where tanu does not refer to Susie.",Q1
inka,inka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_007,Paul TV choos-tunn-aadu inka chokkalu istrii ches-tunn-aadu,Paul TV see-npst-3ms and shirts iron do-npst-3ms,Paul is watching TV and he is ironing his shirts.,,Q1
inka,inka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_008,Paul TV choos-tunn-aadu inka tanu chokkalu istrii ches-tunn-aadu,Paul TV see-npst-3ms and 3.animate shirts iron do-npst-3ms,Paul is watching TV and he is ironing his shirts.,,Q1
mariyu,mariyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_009,Paul TV choos-tunn-aadu mariyu chokkalu istrii ches-tunn-aadu,Paul TV see-npst-3ms and shirts iron do-npst-3ms,Paul is watching TV and he is ironing his shirts.,"Here, mariyu can coordinate full clauses.",Q1
mariyu,mariyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_010,Paul TV choos-tunn-aadu mariyu tanu chokkalu istrii ches-tunn-aadu,Paul TV see-npst-3ms and 3.animate shirts iron do-npst-3ms,Paul is watching TV and he is ironing his shirts.,"Here, mariyu can coordinate full clauses.",Q1
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_011,Paul TV choostunnaaduu; chokkalu istrii chestunnaduu,Paul TV see-npst-3ms; shirts iron do-npst-3ms,Paul is watching TV; he is ironing his shirts.,lengthening of the final vowel indicating conjunction,Q1
kaani,kaani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_012,Susie oka doctor kaani tanu ped-aame,Susie one doctor but 3.anim poor-3fs,Susie is a doctor but she is poor.,,Q1
kaani,kaani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_013,Jen ice-cream konindi kaani vere vaaLLa-kosam konindi,Jen ice-cream bought but different person-BEN bought,Jen bought ice cream but she bought it for a stranger.,,Q1
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_014,Paul doctor kaadu; tanu oka receptionist,Paul doctor not 3.anim one receptionist,Paul is not a doctor but he is a receptionist.,,Q1
kaani,kaani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_015,Jen ice cream kona-leedu. kaani chocolate konindi,Jen ice cream buy-neg but chocolate bought,Jen didn’t buy ice cream but she bought chocolate.,Prosodic boundary is required before kaani (indicated by the full stop).,Q1
leeda,leeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_016,ii prasna-ku jawaabu A leeda ii prasna-ku jawaabu B,This question-DAT answer A or this question answer B,(Either) the answer to the question is A or the answer to the question is B.,leeda ~ leekapote ~ ledante,Q1
leekapote,leekapote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_017,ii prasna-ku jawaabu A leekapote ii prasna-ku jawaabu B,This question-DAT answer A or this question answer B,(Either) the answer to the question is A or the answer to the question is B.,leeda ~ leekapote ~ ledante,Q1
ledante,ledante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_018,ii prasna-ku jawaabu A ledante ii prasna-ku jawaabu B,This question-DAT answer A or this question answer B,(Either) the answer to the question is A or the answer to the question is B.,leeda ~ leekapote ~ ledante,Q1
leeda,leeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_019,Paul oka doctor leeda john oka doctor,Paul one doctor or john one doctor,(Either) Paul is a doctor or John is a doctor.,,Q1
leekapote,leekapote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_020,Paul oka doctor leekapote john oka doctor,Paul one doctor or john one doctor,(Either) Paul is a doctor or John is a doctor.,,Q2
ledante,ledante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_021,Paul oka doctor ledante john oka doctor,Paul one doctor or john one doctor,(Either) Paul is a doctor or John is a doctor.,,Q2
leeda,leeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_022,Nenu naa phone-ni office-lo vadilaeaenu leeda inti daari-lo padaeaesaeaenu,1sg 1sg.poss phone-acc office-loc left or home.obl route-loc dropped,I left my phone at work or I dropped it on my way home.,,Q1
leeda,leeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_023,John oka doctor leeda vaadu oka writer,John one doctor or 3ms one writer,John is a doctor or he is a writer.,,Q1
...oo..oo,...oo..oo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_024,John doctor- oo vaadu writer- oo teliyadu,John doctor- Disj 3ms writer- Disj know.neg,John is a doctor or he is a writer.,The full-clausal disjunction with -oo seems to be possible only if the clause is embedded.,Q1
...ainaa...ainaa,...ainaa...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_025,John doctor- ainaa writer- ainaa kaavocchu,John doctor-ainaa writer-ainaa be.may,John is a doctor or he is a writer (maybe both).,,Q1
...oo..oo,...oo..oo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_026,Vaadu annam-oo noodles-oo tinnadu.,He rice-oo noodles-oo ate,He ate rice or noodle [maybe both],[rendu tini-undocchu],Q1
...aa...aa,...aa...aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_027,Nuvvu phone office-lo vadilaeaeva- aa daan-ni bus-miida vadilaeaev- aa ?,You phone office-loc left-Q it-acc bus-on left-Q,Did you leave your phone at work or did you leave it on the bus?,,Q1
leeda,...aa leeda...aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_028,Nuvvu phone office-lo vadilaeaeva- aa ledaa daan-ni bus-miida vadilaeaev- aa ?,You phone office-loc left-Q or it-acc bus-on left-Q,Did you leave your phone at work or did you leave it on the bus?,,Q1
...aa...aa,...aa...aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_029,Shop A ii brand ammutand-aa? Shop B ii-brand ammutund-aa?,Shop A this brand sell?-Q Shop B this-brand sell?-Q,Would Shop A sell this brand or would Shop B sell this brand?,,Q1
...kaadu...kaadu,...kaadu...kaadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_030,Paul doctor kaaduu nursuu kaaduu,Paul doctor not-vv nurse not-vv,Paul is neither a doctor nor is he a nurse.,vv — lengthening of the vowel,Q1
...kaadu...kaadu,...kaadu...kaadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_031,Paul doctor kaaduu vaadu nursuu kaaduu,Paul doctor not-vv 3ms nurse not-vv,Paul is neither a doctor nor is he a nurse.,vv — lengthening of the vowel,Q1
...leedu...leedu,...leedu...leedu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_032,"Mike icecream kona- leeduu , tana chellelaki ivva- leeduu","Mike icecream buy-neg.vv, his sister give-neg.vv",Mike didn’t buy ice cream nor did he give it to his sister.,,Q1
leeda,leeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_033,Paul cupcake tin-ochu ledaa tanu cookie tin-ochu,Paul cupcake eat-may ledaa 3sg cookie eat-may,Paul can eat a cupcake or (he can eat) a cookie.,#ERROR!,Q1
...ainaa...ainaa,...ainaa...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_034,Paul cupcake ainaa tin-ochu tanu cookie ainaa tin-ochu,Paul cupcake ainaa eat-may 3sg cookie ainaa eat-may,Paul can eat a cupcake or (he can eat) a cookie.,#ERROR!,Q1
leeda,...ainaa leeda...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_035,Paul cupcake ainaa tin-ochu ledaa tanu cookie ainaa tin-ochu,Paul cupcake ainaa eat-may ledaa 3sg cookie ainaa eat-may,Paul can eat a cupcake or (he can eat) a cookie.,#ERROR!,Q1
...ainaa...ainaa,...ainaa...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_036,Paul cupcake ainaa cookie ainaa tin-ochu,Paul cupcake ainaa cookie ainaa eat-may,Paul can eat a cupcake or (he can eat) a cookie.,,Q1
leeda,leeda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_037,Paul cupcake ledaa cookie tin-ochu,Paul cupcake ledaa cookie eat-may,Paul can eat a cupcake or (he can eat) a cookie.,,Q1
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_038,Susie oka doctor; tanu oka teacher,Susie one doctor 3.animate one teacher,"Susie works as a doctor in a hospital. In her spare time, she gives classes at the local college. You tell your friend about Susie:",,Q2
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_039,Susie oka doctor oka teacher,Susie one doctor one teacher,"Susie works as a doctor in a hospital. In her spare time, she gives classes at the local college. You tell your friend about Susie:","the second version requires a certain intonation. Probably with a rising intonation at the end of the first conjunct, and a fall after the second.",Q2
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_040,Susie oka doctor; tanu ped-aame,Susie one doctor 3.anim poor-3fs,"You live in a place where doctors are wealthy. Susie works as a doctor. She mainly treats patients who cannot pay for their treatment, so Susie earns much less money than other doctors do. You tell your friend about Susie:",,Q2
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_041,Paul oka doctor; John oka doctor,Paul one doctor; John one doctor,"You and your friend are playing a game guessing the jobs of Paul and John. She can’t think of the answer, and she asks you for a hint. You know that Paul is a doctor, and that John used to be a doctor but is not anymore. So you say:",,Q2
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_042,Nenu naa phone-ni office-lo vadilaeaenu; inti daari-lo padaeaesaeaenu,1sg 1sg.poss phone-acc office-loc left; home.obl route-loc dropped,You have lost your phone. You remember it at your work office desk before cycling home. You tell your friend:,,Q2
∅,∅,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_043,Vaadu annam tinnadu; noodles tinnadu.,He rice ate; noodles ate.,He ate rice or noodles.,,Q2
...ainaa...ainaa,...ainaa...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_044,Vaadu annam-ainaa noodles-ainaa tinnadu.,He rice-ainaa noodles-ainaa ate.,He ate rice or noodles.,"Within the context, if it is appropriate for the speaker to have a pretence of ignorance, the version with -oo can be felicitous. There is a contrast between -oo and -ainaa in such a context: -oo is better than -ainaa.",Q2
leekapote,..aa leekapote … aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_045,Nuvvu phone office-lo vadilaeaeva- aa leekapote daan-ni bus-miida vadilaeaev- aa ?,You phone office-loc left-Q or it-acc bus-on left-Q,Did you leave your phone at work or did you leave it on the bus?,,Q2
ledante,..aa ledante … aa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_046,Nuvvu phone office-lo vadilaeaeva- aa ledante daan-ni bus-miida vadilaeaev- aa ?,You phone office-loc left-Q or it-acc bus-on left-Q,Did you leave your phone at work or did you leave it on the bus?,,Q2
...oo..oo,...oo..oo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_047,Nuvvu phone office-lo vadilaeaeva- oo daan-ni bus-miida vadilaeaev- oo ?,You phone office-loc left- oo it-acc bus-on left- oo ?,Did you leave your phone at work or did you leave it on the bus?,,Q2
...oo..oo,...oo..oo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_048,Nuvvu phone office-lo vadilaeaeva- oo leeda daan-ni bus-miida vadilaeaev- oo ?,You phone office-loc left- oo or it-acc bus-on left- oo ?,Did you leave your phone at work or did you leave it on the bus?,,Q2
...ainaa...ainaa,...ainaa...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_049,Nuvvu phone office-lo vadilaeaeva- ainaa daan-ni bus-miida vadilaeaev- ainaa ?,You phone office-loc left- ainaa it-acc bus-on left- ainaa ?,Did you leave your phone at work or did you leave it on the bus?,,Q2
...ainaa...ainaa,...ainaa...ainaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_050,Nuvvu phone office-lo vadilaeaeva- ainaa leeda daan-ni bus-miida vadilaeaev- ainaa ?,You phone office-loc left- ainaa or it-acc bus-on left- ainaa ?,Did you leave your phone at work or did you leave it on the bus?,,Q2
...oo..oo,...oo..oo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telugu,TEL_051,Paul cupcake oo tin-ochu tanu cookie oo tin-ochu,Paul cupcake oo eat-may 3sg cookie oo eat-may,Paul can eat a cupcake or (he can eat) a cookie.,,Q2
